order_id,latitude,longitude,city_zone,status
ORD-10041,13.442227,99.711055,Bangkok_Zone_E,Delivered
ORD-10042,19.391964,72.384418,Mumbai_Zone_A,In_Transit
ORD-10043,13.303823,80.571504,Chennai_Zone_B,Pending
ORD-10044,13.136364,99.555193,Bangkok_Zone_E,In_Transit
ORD-10045,14.802232,121.149583,Manila_Zone_D,Pending
ORD-10046,-6.570067,107.113378,Jakarta_Port_B,In_Transit
ORD-10047,18.589848,72.977551,Mumbai_Zone_A,In_Transit
ORD-10048,13.000697,80.510875,Chennai_Zone_B,Pending
ORD-10049,12.731001,80.236628,Chennai_Zone_B,Pending
ORD-10050,7.049637,79.493078,Colombo_Zone_F,In_Transit
ORD-10051,-5.992547,106.671563,Jakarta_Port_B,In_Transit
ORD-10052,-6.199794,107.101155,Jakarta_Port_B,Exception
ORD-10053,13.266856,100.092713,Bangkok_Zone_E,Pending
ORD-10054,-5.987964,107.653670,Jakarta_Port_B,Pending
ORD-10055,18.997662,73.703873,Mumbai_Zone_A,Pending
ORD-10056,19.161589,73.013905,Mumbai_Zone_A,Pending
ORD-10057,13.334892,80.406935,Chennai_Zone_B,Delivered
ORD-10058,1.642064,103.398927,Singapore_Port_A,Delivered
ORD-10059,6.751190,79.856655,Colombo_Zone_F,In_Transit
ORD-10060,22.755218,88.076901,Kolkata_Zone_C,Delivered
ORD-10061,22.125159,87.829548,Kolkata_Zone_C,In_Transit
ORD-10062,22.984542,88.528756,Kolkata_Zone_C,Pending
ORD-10063,23.102643,88.097173,Kolkata_Zone_C,Delivered
ORD-10064,18.997331,73.131693,Mumbai_Zone_A,In_Transit
ORD-10065,12.819194,81.258300,Chennai_Zone_B,Pending
ORD-10066,13.691586,100.498610,Bangkok_Zone_E,In_Transit
ORD-10067,22.332754,88.446646,Kolkata_Zone_C,Pending
ORD-10068,13.933771,80.128950,Chennai_Zone_B,Pending
ORD-10069,19.654687,72.988774,Mumbai_Zone_A,Pending
ORD-10070,-6.732688,106.769938,Jakarta_Port_B,In_Transit
ORD-10071,7.197151,79.931898,Colombo_Zone_F,Pending
ORD-10072,22.894603,87.431785,Kolkata_Zone_C,In_Transit
ORD-10073,13.825343,120.696018,Manila_Zone_D,Delivered
ORD-10074,6.878582,80.445009,Colombo_Zone_F,In_Transit
ORD-10075,14.640932,121.243835,Manila_Zone_D,In_Transit
ORD-10076,18.957715,73.513262,Mumbai_Zone_A,In_Transit
ORD-10077,14.841054,120.802071,Manila_Zone_D,In_Transit
ORD-10078,1.535395,103.698274,Singapore_Port_A,Pending
ORD-10079,18.731138,73.461293,Mumbai_Zone_A,Delivered
ORD-10080,19.286997,72.921555,Mumbai_Zone_A,Pending
ORD-10081,19.527378,72.445985,Mumbai_Zone_A,Exception
ORD-10082,12.704877,80.368297,Chennai_Zone_B,In_Transit
ORD-10083,1.329199,103.531230,Singapore_Port_A,In_Transit
ORD-10084,1.218501,103.420165,Singapore_Port_A,In_Transit
ORD-10085,19.138399,72.137594,Mumbai_Zone_A,In_Transit
ORD-10086,-6.162569,107.037774,Jakarta_Port_B,In_Transit
ORD-10087,-5.955160,107.271017,Jakarta_Port_B,Delivered
ORD-10088,19.255104,72.715774,Mumbai_Zone_A,Pending
ORD-10089,13.868770,99.825326,Bangkok_Zone_E,Delivered
ORD-10090,1.087291,104.163714,Singapore_Port_A,In_Transit
ORD-10091,14.311890,120.965035,Manila_Zone_D,Pending
ORD-10092,-6.493563,106.758413,Jakarta_Port_B,Pending
ORD-10093,6.941046,80.119911,Colombo_Zone_F,Pending
ORD-10094,1.691979,103.532396,Singapore_Port_A,In_Transit
ORD-10095,6.936942,79.999394,Colombo_Zone_F,Pending
ORD-10096,-6.147558,106.448543,Jakarta_Port_B,Delivered
ORD-10097,-6.407328,107.524272,Jakarta_Port_B,In_Transit
ORD-10098,13.892173,100.102522,Bangkok_Zone_E,In_Transit
ORD-10099,6.572467,79.971668,Colombo_Zone_F,Delivered
ORD-10100,14.068629,100.290047,Bangkok_Zone_E,Delivered
ORD-10101,15.128770,120.946206,Manila_Zone_D,Pending
ORD-10102,15.243995,121.846873,Manila_Zone_D,In_Transit
ORD-10103,13.598396,80.410903,Chennai_Zone_B,In_Transit
ORD-10104,0.740278,103.515358,Singapore_Port_A,In_Transit
ORD-10105,13.062624,100.823775,Bangkok_Zone_E,In_Transit
ORD-10106,1.306893,103.489403,Singapore_Port_A,Pending
ORD-10107,13.590603,100.832060,Bangkok_Zone_E,Delivered
ORD-10108,-7.133057,106.285608,Jakarta_Port_B,Pending
ORD-10109,7.989054,79.260052,Colombo_Zone_F,In_Transit
ORD-10110,13.550350,80.029025,Chennai_Zone_B,Pending
ORD-10111,6.961332,79.618746,Colombo_Zone_F,In_Transit
ORD-10112,19.258101,73.077293,Mumbai_Zone_A,In_Transit
ORD-10113,14.730834,120.930603,Manila_Zone_D,In_Transit
ORD-10114,22.703708,88.563820,Kolkata_Zone_C,Pending
ORD-10115,13.019143,79.903395,Chennai_Zone_B,Pending
ORD-10116,-5.933277,106.534438,Jakarta_Port_B,In_Transit
ORD-10117,22.039938,88.617812,Kolkata_Zone_C,Pending
ORD-10118,13.377820,80.239814,Chennai_Zone_B,In_Transit
ORD-10119,14.698533,121.910775,Manila_Zone_D,Pending
ORD-10120,22.798528,88.769991,Kolkata_Zone_C,In_Transit
ORD-10121,6.410673,80.420648,Colombo_Zone_F,Delivered
ORD-10122,12.870532,80.210637,Chennai_Zone_B,In_Transit
ORD-10123,22.222961,88.680313,Kolkata_Zone_C,In_Transit
ORD-10124,22.102450,88.177429,Kolkata_Zone_C,In_Transit
ORD-10125,13.293821,100.373331,Bangkok_Zone_E,In_Transit
ORD-10126,13.776740,100.179055,Bangkok_Zone_E,Delivered
ORD-10127,13.575656,99.771576,Bangkok_Zone_E,In_Transit
ORD-10128,13.643002,100.705922,Bangkok_Zone_E,Delivered
ORD-10129,19.206687,72.179485,Mumbai_Zone_A,Pending
ORD-10130,12.841646,80.676887,Chennai_Zone_B,In_Transit
ORD-10131,22.661711,88.201085,Kolkata_Zone_C,In_Transit
ORD-10132,18.995120,72.739256,Mumbai_Zone_A,In_Transit
ORD-10133,14.292718,100.117628,Bangkok_Zone_E,Delivered
ORD-10134,-6.606859,107.100724,Jakarta_Port_B,In_Transit
ORD-10135,13.979077,100.115077,Bangkok_Zone_E,In_Transit
ORD-10136,22.221120,88.114843,Kolkata_Zone_C,Pending
ORD-10137,13.908020,100.969530,Bangkok_Zone_E,Delivered
ORD-10138,0.910310,104.360325,Singapore_Port_A,Pending
ORD-10139,13.942704,100.597482,Bangkok_Zone_E,Exception
ORD-10140,13.218166,80.500661,Chennai_Zone_B,In_Transit
ORD-10141,1.952290,104.242213,Singapore_Port_A,Delivered
ORD-10142,14.054553,121.000955,Manila_Zone_D,Pending
ORD-10143,13.470837,80.293294,Chennai_Zone_B,Pending
ORD-10144,14.612733,120.856174,Manila_Zone_D,In_Transit
ORD-10145,1.466977,103.924395,Singapore_Port_A,In_Transit
ORD-10146,6.550754,80.315049,Colombo_Zone_F,Delivered
ORD-10147,23.698006,88.185722,Kolkata_Zone_C,Pending
ORD-10148,13.279675,79.817156,Chennai_Zone_B,In_Transit
ORD-10149,13.042341,80.496202,Chennai_Zone_B,In_Transit
ORD-10150,14.219722,101.300350,Bangkok_Zone_E,Pending
ORD-10151,1.198878,104.832360,Singapore_Port_A,In_Transit
ORD-10152,22.601179,88.812061,Kolkata_Zone_C,In_Transit
ORD-10153,6.733838,79.783942,Colombo_Zone_F,In_Transit
ORD-10154,18.326715,74.076675,Mumbai_Zone_A,Pending
ORD-10155,14.529142,120.974911,Manila_Zone_D,In_Transit
ORD-10156,19.093129,73.309477,Mumbai_Zone_A,Exception
ORD-10157,1.163780,103.971712,Singapore_Port_A,Pending
ORD-10158,7.645657,80.437342,Colombo_Zone_F,Pending
ORD-10159,13.676961,100.156552,Bangkok_Zone_E,Pending
ORD-10160,22.634269,88.443770,Kolkata_Zone_C,In_Transit
ORD-10161,6.554350,80.855556,Colombo_Zone_F,In_Transit
ORD-10162,22.153358,88.737264,Kolkata_Zone_C,In_Transit
ORD-10163,19.115544,73.266972,Mumbai_Zone_A,Pending
ORD-10164,13.389252,80.667534,Chennai_Zone_B,Pending
ORD-10165,15.123350,120.848046,Manila_Zone_D,Pending
ORD-10166,-5.673577,107.309237,Jakarta_Port_B,In_Transit
ORD-10167,22.692959,88.722593,Kolkata_Zone_C,Pending
ORD-10168,6.912390,80.251839,Colombo_Zone_F,In_Transit
ORD-10169,13.828373,100.833913,Bangkok_Zone_E,In_Transit
ORD-10170,14.493739,120.012134,Manila_Zone_D,Delivered
ORD-10171,18.333623,73.087335,Mumbai_Zone_A,In_Transit
ORD-10172,1.180476,102.832070,Singapore_Port_A,Pending
ORD-10173,12.864374,80.011914,Chennai_Zone_B,In_Transit
ORD-10174,1.489928,103.876591,Singapore_Port_A,In_Transit
ORD-10175,22.884451,88.376892,Kolkata_Zone_C,Pending
ORD-10176,19.323258,73.021244,Mumbai_Zone_A,Pending
ORD-10177,22.309957,88.396454,Kolkata_Zone_C,Delivered
ORD-10178,23.345805,88.085119,Kolkata_Zone_C,Pending
ORD-10179,-6.127482,107.569377,Jakarta_Port_B,In_Transit
ORD-10180,12.903307,79.610034,Chennai_Zone_B,Delivered
ORD-10181,-5.873196,106.818783,Jakarta_Port_B,Pending
ORD-10182,22.993703,87.999845,Kolkata_Zone_C,Pending
ORD-10183,22.632253,87.951736,Kolkata_Zone_C,In_Transit
ORD-10184,-5.851140,107.065915,Jakarta_Port_B,Pending
ORD-10185,-6.442401,106.937203,Jakarta_Port_B,Pending
ORD-10186,18.804750,72.503879,Mumbai_Zone_A,In_Transit
ORD-10187,0.996847,103.423158,Singapore_Port_A,Delivered
ORD-10188,1.608358,103.535400,Singapore_Port_A,Pending
ORD-10189,13.314388,100.338172,Bangkok_Zone_E,In_Transit
ORD-10190,0.818632,102.815883,Singapore_Port_A,In_Transit
ORD-10191,12.847966,80.453334,Chennai_Zone_B,In_Transit
ORD-10192,13.004862,80.339010,Chennai_Zone_B,In_Transit
ORD-10193,18.761218,72.766455,Mumbai_Zone_A,In_Transit
ORD-10194,14.465200,121.415188,Manila_Zone_D,In_Transit
ORD-10195,19.643357,72.673410,Mumbai_Zone_A,In_Transit
ORD-10196,22.933478,88.020540,Kolkata_Zone_C,In_Transit
ORD-10197,14.627777,120.666528,Manila_Zone_D,In_Transit
ORD-10198,12.764793,80.300446,Chennai_Zone_B,In_Transit
ORD-10199,14.891967,121.148443,Manila_Zone_D,In_Transit
ORD-10200,22.329954,88.600916,Kolkata_Zone_C,Pending
ORD-10201,1.010651,103.863553,Singapore_Port_A,Pending
ORD-10202,14.842191,121.912096,Manila_Zone_D,Pending
ORD-10203,-6.458119,107.339095,Jakarta_Port_B,In_Transit
ORD-10204,6.482615,80.115416,Colombo_Zone_F,Pending
ORD-10205,18.511273,73.204568,Mumbai_Zone_A,Pending
ORD-10206,7.208235,79.420454,Colombo_Zone_F,Pending
ORD-10207,14.383651,121.223933,Manila_Zone_D,Pending
ORD-10208,1.294492,103.272150,Singapore_Port_A,Delivered
ORD-10209,1.703195,103.300837,Singapore_Port_A,Delivered
ORD-10210,1.282706,104.756022,Singapore_Port_A,Pending
ORD-10211,12.796117,80.491433,Chennai_Zone_B,Delivered
ORD-10212,-6.101185,107.091180,Jakarta_Port_B,Pending
ORD-10213,6.675967,80.096112,Colombo_Zone_F,Pending
ORD-10214,1.071235,103.656442,Singapore_Port_A,Delivered
ORD-10215,6.953530,80.011135,Colombo_Zone_F,In_Transit
ORD-10216,1.321843,103.878645,Singapore_Port_A,In_Transit
ORD-10217,6.522707,80.051467,Colombo_Zone_F,In_Transit
ORD-10218,14.166488,120.219542,Manila_Zone_D,In_Transit
ORD-10219,-6.203039,106.500552,Jakarta_Port_B,Delivered
ORD-10220,1.144349,104.057202,Singapore_Port_A,In_Transit
ORD-10221,13.346639,100.240656,Bangkok_Zone_E,Pending
ORD-10222,1.064311,103.377548,Singapore_Port_A,Pending
ORD-10223,19.127409,72.745897,Mumbai_Zone_A,In_Transit
ORD-10224,14.550680,120.779446,Manila_Zone_D,Pending
ORD-10225,13.168786,80.047140,Chennai_Zone_B,Delivered
ORD-10226,-6.366058,106.349926,Jakarta_Port_B,Pending
ORD-10227,19.035225,72.867564,Mumbai_Zone_A,In_Transit
ORD-10228,19.298068,72.249400,Mumbai_Zone_A,Pending
ORD-10229,-5.703171,107.415030,Jakarta_Port_B,Delivered
ORD-10230,14.069293,100.471025,Bangkok_Zone_E,In_Transit
ORD-10231,19.008519,73.442576,Mumbai_Zone_A,In_Transit
ORD-10232,-5.963591,107.156229,Jakarta_Port_B,In_Transit
ORD-10233,14.409875,121.328228,Manila_Zone_D,In_Transit
ORD-10234,7.201634,79.912061,Colombo_Zone_F,Delivered
ORD-10235,18.991703,72.672764,Mumbai_Zone_A,Delivered
ORD-10236,19.355218,72.858151,Mumbai_Zone_A,In_Transit
ORD-10237,14.046508,121.534635,Manila_Zone_D,Pending
ORD-10238,22.535399,88.595380,Kolkata_Zone_C,Pending
ORD-10239,12.943273,79.758169,Chennai_Zone_B,In_Transit
ORD-10240,-6.351477,106.355432,Jakarta_Port_B,Pending
ORD-10241,14.648362,120.600689,Manila_Zone_D,Pending
ORD-10242,13.102795,80.041281,Chennai_Zone_B,Pending
ORD-10243,13.187553,79.838271,Chennai_Zone_B,In_Transit
ORD-10244,13.171800,79.841653,Chennai_Zone_B,Pending
ORD-10245,13.350541,80.281726,Chennai_Zone_B,In_Transit
ORD-10246,7.170062,79.332795,Colombo_Zone_F,In_Transit
ORD-10247,13.019536,80.533788,Chennai_Zone_B,In_Transit
ORD-10248,15.320033,119.903649,Manila_Zone_D,In_Transit
ORD-10249,2.134484,103.986430,Singapore_Port_A,Pending
ORD-10250,6.699076,80.037958,Colombo_Zone_F,Delivered
ORD-10251,12.869796,80.475864,Chennai_Zone_B,In_Transit
ORD-10252,12.819867,80.577085,Chennai_Zone_B,Pending
ORD-10253,18.577204,72.759181,Mumbai_Zone_A,Delivered
ORD-10254,-6.656669,107.151440,Jakarta_Port_B,In_Transit
ORD-10255,22.387055,88.251617,Kolkata_Zone_C,Pending
ORD-10256,1.077323,103.158836,Singapore_Port_A,Delivered
ORD-10257,13.100290,80.959993,Chennai_Zone_B,Pending
ORD-10258,7.267731,79.615845,Colombo_Zone_F,In_Transit
ORD-10259,14.230921,100.061357,Bangkok_Zone_E,In_Transit
ORD-10260,13.219452,79.949437,Chennai_Zone_B,Pending
ORD-10261,-6.482968,107.496227,Jakarta_Port_B,Pending
ORD-10262,13.368905,100.840528,Bangkok_Zone_E,In_Transit
ORD-10263,1.022304,104.271042,Singapore_Port_A,Pending
ORD-10264,22.708128,88.949941,Kolkata_Zone_C,Delivered
ORD-10265,12.782275,80.141870,Chennai_Zone_B,In_Transit
ORD-10266,13.478623,100.400545,Bangkok_Zone_E,Pending
ORD-10267,18.499320,73.831494,Mumbai_Zone_A,In_Transit
ORD-10268,6.998844,80.377440,Colombo_Zone_F,In_Transit
ORD-10269,7.523746,79.306336,Colombo_Zone_F,Pending
ORD-10270,22.185347,87.979832,Kolkata_Zone_C,In_Transit
ORD-10271,6.261476,79.907344,Colombo_Zone_F,In_Transit
ORD-10272,6.294844,79.846196,Colombo_Zone_F,In_Transit
ORD-10273,13.147166,79.192829,Chennai_Zone_B,Delivered
ORD-10274,19.747429,73.086867,Mumbai_Zone_A,In_Transit
ORD-10275,1.705790,103.961220,Singapore_Port_A,In_Transit
ORD-10276,19.338278,72.235487,Mumbai_Zone_A,Exception
ORD-10277,22.629018,88.178530,Kolkata_Zone_C,Pending
ORD-10278,-6.037901,106.370012,Jakarta_Port_B,Pending
ORD-10279,18.887520,72.941448,Mumbai_Zone_A,Pending
ORD-10280,14.861629,121.093955,Manila_Zone_D,Pending
ORD-10281,-6.039983,107.162162,Jakarta_Port_B,Delivered
ORD-10282,-5.720655,106.966550,Jakarta_Port_B,Pending
ORD-10283,22.224547,88.191988,Kolkata_Zone_C,Exception
ORD-10284,18.881777,72.544371,Mumbai_Zone_A,Pending
ORD-10285,-6.325908,106.562540,Jakarta_Port_B,In_Transit
ORD-10286,14.177254,120.907070,Manila_Zone_D,Pending
ORD-10287,13.021761,100.527433,Bangkok_Zone_E,Pending
ORD-10288,13.666344,100.654394,Bangkok_Zone_E,In_Transit
ORD-10289,14.437626,120.901918,Manila_Zone_D,In_Transit
ORD-10290,1.362353,103.878362,Singapore_Port_A,Pending
ORD-10291,22.068956,88.332750,Kolkata_Zone_C,Delivered
ORD-10292,19.680751,72.705452,Mumbai_Zone_A,Pending
ORD-10293,22.792866,88.737621,Kolkata_Zone_C,In_Transit
ORD-10294,-5.863025,106.796833,Jakarta_Port_B,Pending
ORD-10295,14.173542,99.691987,Bangkok_Zone_E,Pending
ORD-10296,6.720889,79.154209,Colombo_Zone_F,Pending
ORD-10297,7.158239,79.069158,Colombo_Zone_F,In_Transit
ORD-10298,12.974205,80.234191,Chennai_Zone_B,In_Transit
ORD-10299,22.180186,87.523057,Kolkata_Zone_C,Pending
ORD-10300,22.901461,88.017693,Kolkata_Zone_C,Delivered
ORD-10301,22.459973,88.374820,Kolkata_Zone_C,In_Transit
ORD-10302,14.551856,121.220658,Manila_Zone_D,In_Transit
ORD-10303,13.792637,100.059396,Bangkok_Zone_E,Pending
ORD-10304,19.742903,72.110332,Mumbai_Zone_A,Pending
ORD-10305,-5.918066,106.701739,Jakarta_Port_B,Pending
ORD-10306,14.645226,121.992943,Manila_Zone_D,Pending
ORD-10307,21.883346,87.773146,Kolkata_Zone_C,Pending
ORD-10308,1.509975,103.652267,Singapore_Port_A,In_Transit
ORD-10309,13.960940,100.752089,Bangkok_Zone_E,In_Transit
ORD-10310,-5.785063,106.948571,Jakarta_Port_B,Delivered
ORD-10311,20.242731,71.715329,Mumbai_Zone_A,Delivered
ORD-10312,-6.200971,105.865430,Jakarta_Port_B,Pending
ORD-10313,23.097398,88.844225,Kolkata_Zone_C,Delivered
ORD-10314,19.042218,73.296714,Mumbai_Zone_A,In_Transit
ORD-10315,-5.960595,107.359833,Jakarta_Port_B,In_Transit
ORD-10316,14.046841,100.332596,Bangkok_Zone_E,In_Transit
ORD-10317,14.598487,121.170649,Manila_Zone_D,Delivered
ORD-10318,12.860491,79.762989,Chennai_Zone_B,In_Transit
ORD-10319,14.354741,120.719885,Manila_Zone_D,In_Transit
ORD-10320,1.470701,103.253990,Singapore_Port_A,In_Transit
ORD-10321,22.935389,88.500025,Kolkata_Zone_C,Pending
ORD-10322,-5.865264,106.603217,Jakarta_Port_B,Pending
ORD-10323,1.526293,104.402071,Singapore_Port_A,In_Transit
ORD-10324,7.329617,79.430574,Colombo_Zone_F,Pending
ORD-10325,19.196589,72.728116,Mumbai_Zone_A,In_Transit
ORD-10326,1.150285,103.739305,Singapore_Port_A,In_Transit
ORD-10327,-6.443485,106.161037,Jakarta_Port_B,Pending
ORD-10328,1.301610,103.177455,Singapore_Port_A,In_Transit
ORD-10329,13.459450,100.591796,Bangkok_Zone_E,Pending
ORD-10330,13.401669,80.439763,Chennai_Zone_B,Pending
ORD-10331,12.929267,80.009418,Chennai_Zone_B,Delivered
ORD-10332,19.001773,73.101209,Mumbai_Zone_A,In_Transit
ORD-10333,14.063222,101.399199,Bangkok_Zone_E,Pending
ORD-10334,0.897538,104.094918,Singapore_Port_A,In_Transit
ORD-10335,14.221153,100.404336,Bangkok_Zone_E,Pending
ORD-10336,14.631169,121.397257,Manila_Zone_D,Pending
ORD-10337,13.348032,79.992593,Chennai_Zone_B,In_Transit
ORD-10338,7.402132,79.594522,Colombo_Zone_F,Pending
ORD-10339,13.784635,79.967100,Chennai_Zone_B,Pending
ORD-10340,6.393900,79.158058,Colombo_Zone_F,In_Transit
ORD-10341,1.014265,103.851422,Singapore_Port_A,Pending
ORD-10342,22.502908,88.227301,Kolkata_Zone_C,In_Transit
ORD-10343,14.354210,121.093047,Manila_Zone_D,In_Transit
ORD-10344,13.494954,100.019966,Bangkok_Zone_E,In_Transit
ORD-10345,-6.133383,106.744827,Jakarta_Port_B,Pending
ORD-10346,22.742545,88.380533,Kolkata_Zone_C,In_Transit
ORD-10347,6.744850,79.913388,Colombo_Zone_F,In_Transit
ORD-10348,6.553760,79.146478,Colombo_Zone_F,In_Transit
ORD-10349,14.014148,99.398650,Bangkok_Zone_E,In_Transit
ORD-10350,14.049842,100.218679,Bangkok_Zone_E,Pending
ORD-10351,14.602098,120.429857,Manila_Zone_D,In_Transit
ORD-10352,15.064072,121.623978,Manila_Zone_D,In_Transit
ORD-10353,13.595314,100.283456,Bangkok_Zone_E,In_Transit
ORD-10354,13.483503,100.378943,Bangkok_Zone_E,In_Transit
ORD-10355,6.767136,80.286617,Colombo_Zone_F,In_Transit
ORD-10356,13.609463,80.159753,Chennai_Zone_B,In_Transit
ORD-10357,19.219945,72.861655,Mumbai_Zone_A,Pending
ORD-10358,7.091108,80.640789,Colombo_Zone_F,In_Transit
ORD-10359,13.683567,80.004943,Chennai_Zone_B,Pending
ORD-10360,14.496455,120.409580,Manila_Zone_D,Delivered
ORD-10361,-5.936679,107.163752,Jakarta_Port_B,Delivered
ORD-10362,22.126233,88.598075,Kolkata_Zone_C,In_Transit
ORD-10363,22.745395,88.211325,Kolkata_Zone_C,In_Transit
ORD-10364,18.737113,72.121477,Mumbai_Zone_A,Pending
ORD-10365,13.772205,100.268846,Bangkok_Zone_E,In_Transit
ORD-10366,7.438017,80.137571,Colombo_Zone_F,In_Transit
ORD-10367,22.428980,88.104026,Kolkata_Zone_C,Delivered
ORD-10368,1.425617,103.711434,Singapore_Port_A,Pending
ORD-10369,21.958562,88.124929,Kolkata_Zone_C,In_Transit
ORD-10370,13.505256,80.175324,Chennai_Zone_B,In_Transit
ORD-10371,1.123422,103.167794,Singapore_Port_A,Pending
ORD-10372,1.927865,103.475381,Singapore_Port_A,In_Transit
ORD-10373,18.881407,73.084290,Mumbai_Zone_A,Pending
ORD-10374,7.532764,79.484179,Colombo_Zone_F,Pending
ORD-10375,7.356269,79.662591,Colombo_Zone_F,In_Transit
ORD-10376,21.735340,88.297469,Kolkata_Zone_C,In_Transit
ORD-10377,6.718734,79.266680,Colombo_Zone_F,In_Transit
ORD-10378,14.655224,121.202411,Manila_Zone_D,Pending
ORD-10379,6.850736,79.834584,Colombo_Zone_F,Delivered
ORD-10380,-5.763937,105.967151,Jakarta_Port_B,In_Transit
ORD-10381,15.506205,120.650551,Manila_Zone_D,Pending
ORD-10382,13.557012,100.567697,Bangkok_Zone_E,In_Transit
ORD-10383,-6.727530,106.484384,Jakarta_Port_B,Delivered
ORD-10384,18.399333,73.209376,Mumbai_Zone_A,In_Transit
ORD-10385,-6.022983,106.997478,Jakarta_Port_B,Pending
ORD-10386,6.591591,79.747494,Colombo_Zone_F,In_Transit
ORD-10387,13.539625,100.272127,Bangkok_Zone_E,In_Transit
ORD-10388,13.578898,100.848684,Bangkok_Zone_E,In_Transit
ORD-10389,22.591675,88.398577,Kolkata_Zone_C,Pending
ORD-10390,-6.153478,107.649649,Jakarta_Port_B,In_Transit
ORD-10391,6.926418,79.709551,Colombo_Zone_F,In_Transit
ORD-10392,6.891342,80.778634,Colombo_Zone_F,In_Transit
ORD-10393,-5.524571,106.658643,Jakarta_Port_B,Pending
ORD-10394,14.375545,120.468396,Manila_Zone_D,In_Transit
ORD-10395,14.081853,100.569864,Bangkok_Zone_E,Pending
ORD-10396,13.038341,80.252647,Chennai_Zone_B,In_Transit
ORD-10397,6.981707,80.220252,Colombo_Zone_F,Delivered
ORD-10398,13.133185,80.015608,Chennai_Zone_B,In_Transit
ORD-10399,14.648204,121.123314,Manila_Zone_D,Delivered
ORD-10400,7.539019,79.301633,Colombo_Zone_F,Pending
ORD-10401,12.780666,79.878543,Chennai_Zone_B,Delivered
ORD-10402,1.352675,103.738612,Singapore_Port_A,Pending
ORD-10403,-6.345721,106.944421,Jakarta_Port_B,In_Transit
ORD-10404,13.557015,101.194568,Bangkok_Zone_E,Exception
ORD-10405,13.246004,80.747915,Chennai_Zone_B,Pending
ORD-10406,7.267976,80.308403,Colombo_Zone_F,Delivered
ORD-10407,22.402239,88.603194,Kolkata_Zone_C,In_Transit
ORD-10408,13.271691,80.414010,Chennai_Zone_B,In_Transit
ORD-10409,18.869482,73.048419,Mumbai_Zone_A,Delivered
ORD-10410,22.423447,88.225523,Kolkata_Zone_C,In_Transit
ORD-10411,-5.975251,106.816030,Jakarta_Port_B,In_Transit
ORD-10412,14.001254,100.886313,Bangkok_Zone_E,Delivered
ORD-10413,6.461134,80.096494,Colombo_Zone_F,Delivered
ORD-10414,7.319096,79.970531,Colombo_Zone_F,Pending
ORD-10415,22.561977,89.237520,Kolkata_Zone_C,Delivered
ORD-10416,-6.445135,106.417156,Jakarta_Port_B,Pending
ORD-10417,-6.211889,106.261145,Jakarta_Port_B,Pending
